id,dispute_opened_date,Category,dispute_amount,charge_id
12524,2021-12-15,Fraud,1921.0,163492257
12525,2021-09-16,Commercial,299.0,163840808
12526,2021-09-08,Fraud,914.0,164062759
12527,2021-09-15,Fraud,328.0,164176168
12528,2021-08-24,Fraud,250.0,164348190
12529,2021-08-26,Commercial,14850.0,164617878
12530,2021-08-30,Commercial,1914.0,164872170
12531,2021-10-11,Fraud,980.0,165245846
12532,2021-10-04,Fraud,1814.4,165346723
12533,2021-12-13,Fraud,796.81,165626470
12534,2021-12-09,Fraud,1558.0,165972422
12535,2021-10-07,Fraud,2000.0,166074062
12536,2021-12-01,Fraud,2511.0,166392168
12537,2021-09-27,Fraud,2685.0,166694433
12538,2021-12-13,Fraud,700.0,166853170
12539,2021-09-21,Fraud,529.0,167293754
12540,2022-01-04,Commercial,940.0,167382249
12541,2021-09-15,Fraud,2537.0,167714657
12542,2021-09-13,Commercial,852.58,167800280
12543,2021-09-14,Fraud,1678.38,167997077
12544,2021-10-20,Fraud,3510.0,168228021
12545,2021-10-27,Fraud,250.0,168463242
12546,2022-01-25,Commercial,15718.36,168893556
12547,2021-09-14,Fraud,575.66,168897725
12548,2021-09-16,Commercial,954.93,169292816
12549,2021-10-14,Commercial,289.1,169507329
12550,2021-09-28,Fraud,3466.0,169732627
12551,2021-10-07,Fraud,739.0,169853233
12552,2021-09-20,Fraud,3000.0,170180616
12553,2021-10-14,Fraud,2563.0,170328781
12554,2021-09-30,Fraud,1200.0,170603275
12555,2021-10-28,Commercial,803.57,170847918
12556,2021-10-28,Commercial,410.88,171033120
12557,2021-09-28,Fraud,2125.0,171164264
12558,2021-11-15,Fraud,411.0,171402442
12559,2022-01-26,Fraud,707.0,171664272
12560,2021-09-29,Commercial,319.93,171736312
12561,2021-10-20,Fraud,2025.0,172093829
12562,2021-09-29,Commercial,996.0,172248114
12563,2021-12-01,Fraud,1455.0,172400925
12564,2021-12-01,Fraud,1169.0,172763068
12565,2021-11-08,Commercial,430.35,172911768
12566,2021-10-20,Fraud,639.0,173257250
12567,2021-10-14,Fraud,1115.0,173402286
12568,2021-12-08,Fraud,2000.0,173723102
12569,2021-12-03,Fraud,119.0,174004074
12570,2021-10-08,Fraud,991.89,174223765
12571,2021-12-14,Commercial,390.0,174480274
12572,2021-10-06,Commercial,2499.0,174727873
12573,2021-10-12,Commercial,3832.0,174942034
12574,2021-10-12,Fraud,1086.54,175160613
12575,2021-11-24,Commercial,32800.0,175444616
12576,2021-10-15,Commercial,50.0,175674816
12577,2021-11-02,Fraud,23690.0,176023618
12578,2022-01-10,Fraud,990.0,176106391
12579,2022-01-12,Commercial,4053.96,176343390
12580,2021-11-17,Fraud,1496.0,176681444
12581,2021-11-11,Fraud,499.0,176727934
12582,2021-11-19,Fraud,200.0,177171690
12583,2021-11-19,Fraud,5990.0,177343166
12584,2021-11-15,Fraud,30900.0,177526196
12585,2022-02-14,Fraud,5000.0,177754869
12586,2021-10-26,Fraud,250.0,177901413
12587,2022-01-14,Fraud,2000.0,178212018
12588,2021-12-23,Fraud,549.0,178396217
12589,2022-01-27,Commercial,1254.0,178618775
12590,2021-12-23,Fraud,532.86,178775234
12591,2021-11-03,Fraud,854.35,179000473
12592,2021-11-10,Fraud,500.0,179351418
12593,2021-12-01,Fraud,650.0,179468799
12594,2021-12-22,Commercial,4733.0,179695576
12595,2021-11-08,Fraud,655.38,180126674
12596,2021-12-16,Fraud,319.93,180182583
12597,2021-12-13,Commercial,1521.79,180427644
12598,2021-11-15,Commercial,1300.0,180755118
12599,2022-01-07,Fraud,298.53,180951391
12600,2022-01-05,Commercial,5980.0,181452036
12601,2022-01-31,Fraud,24750.0,181752141
12602,2021-11-24,Fraud,7480.32,181806081
12603,2021-12-27,Commercial,990.0,181996881
12604,2022-03-10,Commercial,3535.72,182252242
12605,2022-01-07,Fraud,1500.0,182510600
12606,2021-11-22,Fraud,3329.0,182962226
12607,2022-03-15,Commercial,1389.0,183042978
12608,2022-03-16,Commercial,238.0,183274562
12609,2022-03-09,Commercial,757.0,183517974
12610,2021-11-17,Fraud,35.1,183729627
54323,2021-12-08,Fraud,3000.0,184373977
54324,2022-02-23,Fraud,598.0,184526710
54325,2021-12-14,Fraud,3000.0,184624687
54326,2022-02-02,Commercial,319.0,185044757
54327,2021-12-13,Fraud,2500.0,185306297
54328,2021-12-27,Commercial,8442.59,185375962
54329,2022-01-04,Commercial,947.0,185685989
54330,2021-12-13,Fraud,1173.61,185792445
54331,2022-02-02,Fraud,1220.43,186055458
54332,2021-11-30,Fraud,50.0,186351115
54333,2021-12-08,Commercial,338.0,186579860
54334,2022-01-17,Fraud,2352.93,186730352
54335,2022-03-09,Commercial,1990.0,186965573
54336,2022-01-13,Fraud,1190.0,187325150
54337,2022-03-12,Commercial,500.0,187681317
54338,2021-12-16,Fraud,694.43,187707626
54339,2022-02-08,Commercial,371.76,187941107
54340,2021-12-28,Commercial,499.0,188438590
54341,2022-02-03,Commercial,5430.0,188699749
63234,2021-12-27,Fraud,4000.0,189149533
63235,2022-02-23,Fraud,800.0,189456756
63236,2022-04-02,Fraud,318.0,189627886
63237,2022-01-07,Fraud,3000.0,189748842
63238,2022-03-24,Commercial,4950.0,190225640
63239,2022-03-24,Commercial,4950.0,190264135
63240,2022-01-07,Fraud,500.0,190528449
63241,2022-02-25,Fraud,449.0,190873650
63242,2022-04-12,Commercial,540.0,190966357
63243,2022-01-17,Fraud,549.0,191431311
63244,2022-01-17,Fraud,506.0,191490766
63245,2021-12-17,Fraud,1000.66,191675703
63246,2022-01-24,Commercial,694.43,191984330
63247,2022-01-07,Fraud,225.21,192274175
63248,2022-01-06,Commercial,40000.0,192485502
63249,2022-03-28,Fraud,1000.0,192816885
63250,2022-01-14,Commercial,2007.0,193050748
63251,2022-04-19,Fraud,700.0,193225894
63252,2022-01-24,Fraud,725.0,193430531
63253,2022-04-08,Commercial,13440.0,193629068
63254,2022-01-13,Fraud,995.0,193932515
63255,2022-02-03,Commercial,3850.0,194098101
63256,2022-05-11,Commercial,2950.0,194281981
63257,2022-01-26,Fraud,4200.0,194742901
63258,2022-03-16,Fraud,270.0,194964107
63259,2022-01-17,Fraud,518.0,195227732
63260,2022-03-07,Commercial,609.0,195496009
63261,2022-01-31,Commercial,31316.77,195607340
63262,2022-03-30,Fraud,50.0,195783799
63263,2022-01-19,Fraud,1402.77,196172670
63264,2022-04-21,Commercial,999.0,196378568
63265,2022-01-17,Fraud,299.0,196649579
63266,2022-04-21,Fraud,4431.0,196992913
63267,2022-01-20,Fraud,6679.76,197043732
63268,2022-01-19,Fraud,628.0,197323683
63269,2022-04-20,Fraud,448.0,197748139
63270,2022-01-13,Fraud,300.0,198055738
63271,2022-01-18,Fraud,1339.35,198153981
63272,2022-01-26,Commercial,1500.0,198478099
63273,2022-03-02,Commercial,682.0,198736731
63274,2022-02-15,Fraud,5000.0,198854973
63275,2022-02-23,Fraud,1000.0,199187483
63276,2022-02-07,Fraud,747.79,199491894
63277,2022-01-19,Fraud,700.0,199835255
63278,2022-01-31,Fraud,1000.0,200027352
63279,2022-01-20,Fraud,747.93,200104993
63280,2022-03-15,Commercial,3465.0,200382334
63281,2022-03-16,Commercial,1015.0,200692291
63282,2022-02-09,Fraud,533.0,200964572
63283,2022-03-16,Fraud,266.75,201165582
63284,2022-02-21,Fraud,1180.0,201477623
63285,2022-02-21,Commercial,972.0,201685555
63286,2022-04-20,Fraud,448.0,201933654
63287,2022-02-11,Commercial,50.0,202211782
63288,2022-02-15,Commercial,299.0,202512239
63289,2022-02-15,Fraud,990.0,202856515
63290,2022-02-04,Commercial,599.0,203008306
63291,2022-04-19,Commercial,1500.0,203273257
63292,2022-02-09,Fraud,3000.0,203620246
63293,2022-02-15,Fraud,630.0,203921211
63294,2022-03-24,Fraud,590.0,204012552
63295,2022-02-23,Commercial,1779.06,204316770
63296,2022-03-30,Fraud,538.0,204666669
63297,2022-03-09,Fraud,597.0,204847101
63298,2022-02-23,Fraud,700.0,205119410
63299,2022-02-18,Commercial,114.0,205268961
63300,2022-03-09,Fraud,474.0,205546997
63301,2022-03-31,Commercial,3944.0,205770606
63302,2022-06-08,Commercial,549.0,206185009
63303,2022-03-09,Fraud,508.0,206267757
63304,2022-03-02,Fraud,713.0,206666101
63305,2022-03-18,Commercial,549.0,206798540
63306,2022-03-09,Fraud,9075.0,207112949
63307,2022-05-31,Fraud,150.0,207436729
63308,2022-03-16,Commercial,515.0,207628291
63309,2022-02-24,Fraud,2000.0,207761782
63310,2022-02-25,Fraud,700.0,208077281
63311,2022-03-07,Commercial,1500.0,208252001
63312,2022-05-11,Fraud,563.0,208592286
63313,2022-03-24,Fraud,1200.0,208726347
63314,2022-05-11,Fraud,636.0,209090678
63315,2022-03-14,Commercial,933.2,209138845
63316,2022-03-07,Fraud,492.0,209517299
63317,2022-05-11,Fraud,544.0,209882045
63318,2022-03-04,Fraud,2276.0,210030104
63319,2022-03-28,Fraud,50.0,210262259
63320,2022-03-04,Commercial,373.43,210552703
63321,2022-03-03,Commercial,250.0,210773583
63322,2022-06-17,Fraud,59.0,211293747
63323,2022-04-04,Commercial,426.93,211446121
63324,2022-03-17,Fraud,14003.67,211665235
63325,2022-05-25,Commercial,457.0,212086737
63326,2022-04-05,Fraud,7920.0,212175918
63327,2022-04-05,Fraud,1290.0,212439759
63328,2022-03-10,Commercial,426.93,212802706
63329,2022-04-20,Fraud,1100.0,213091105
63330,2022-03-15,Commercial,212.93,213389612
63331,2022-04-12,Fraud,512.0,213551200
63332,2022-06-06,Fraud,1179.87,213795281
63333,2022-06-06,Fraud,1816.3,214181608
63334,2022-04-07,Fraud,1500.0,214507867
63335,2022-06-01,Commercial,1555.0,214586190
63336,2022-05-19,Fraud,319.93,215045231
63337,2022-06-30,Fraud,763.45,215077323
63338,2022-06-17,Fraud,299.0,215452295
63339,2022-03-22,Commercial,299.0,215709250
63340,2022-04-20,Fraud,590.0,215940174
63341,2022-04-26,Fraud,1588.0,216357231
63342,2022-05-23,Fraud,672.0,216500013
63343,2022-04-26,Fraud,406.0,216790652
63344,2022-04-12,Fraud,3005.0,217132773
63345,2022-05-05,Commercial,1899.0,217396332
63346,2022-04-05,Commercial,1175.93,217617498
63347,2022-04-18,Commercial,1096.0,217763770
63348,2022-05-12,Commercial,1494.0,218052946
63349,2022-06-30,Fraud,1000.0,218349092
63350,2022-04-12,Fraud,475.0,218758663
63351,2022-04-08,Commercial,640.93,218819072
63352,2022-04-07,Fraud,1904.24,219144268
63353,2022-04-20,Fraud,1860.0,219687893
63354,2022-04-07,Commercial,323.14,219857746
63355,2022-04-19,Fraud,1500.0,220250302
63356,2022-04-21,Fraud,605.0,220256353
63357,2022-05-25,Fraud,300.0,220786607
63358,2022-04-12,Fraud,1455.04,220843961
63359,2022-04-21,Fraud,619.0,221331184
63360,2022-05-27,Commercial,7300.0,221593114
63361,2022-05-11,Fraud,873.0,221753320
63362,2022-04-25,Fraud,2000.0,222009972
63363,2022-06-13,Fraud,200.0,222123422
63364,2022-04-18,Fraud,1500.0,222393044
63365,2022-04-18,Fraud,1000.0,222648802
63366,2022-05-05,Fraud,4400.0,222911488
63367,2022-07-01,Fraud,661.0,223213133
63368,2022-04-21,Commercial,2223.46,223623213
63369,2022-04-28,Fraud,766.0,223877151
63370,2022-05-05,Fraud,5000.0,224077509
63371,2022-04-28,Fraud,535.0,224252429
63372,2022-05-05,Fraud,610.0,224612854
63373,2022-05-11,Fraud,500.0,224769998
63374,2022-05-18,Fraud,535.0,225073564
63375,2022-04-27,Fraud,1000.0,225478521
63376,2022-05-11,Fraud,3459.0,225768358
63377,2022-05-11,Fraud,3100.0,226126520
63378,2022-05-05,Fraud,707.0,226392827
63379,2022-05-13,Fraud,40000.0,226418928
63380,2022-05-11,Fraud,399.0,226690018
63381,2022-05-25,Fraud,517.0,227274219
63382,2022-05-11,Fraud,200.0,227313847
63383,2022-06-08,Fraud,318.0,227873772
63384,2022-05-25,Fraud,745.0,228078346
63385,2022-05-10,Commercial,3325.86,228200409
63386,2022-05-25,Fraud,500.0,228642153
63387,2022-06-16,Commercial,5575.0,228908029
63388,2022-05-18,Commercial,426.93,229074569
63389,2022-05-23,Fraud,66480.17,229466247
63390,2022-05-25,Fraud,737.0,229706207
63391,2022-06-15,Fraud,1164.0,230028794
63392,2022-06-10,Fraud,3000.0,230148114
63393,2022-05-25,Fraud,399.0,230322734
63394,2022-05-25,Fraud,710.0,230701923
63395,2022-05-24,Commercial,1401.81,230844848
63396,2022-06-21,Fraud,748.0,231163998
63397,2022-05-27,Fraud,2931.0,231337568
63398,2022-06-01,Fraud,749.0,231606758
63399,2022-05-27,Fraud,1427.0,231828354
63400,2022-06-06,Fraud,399.0,232039931
63401,2022-05-23,Fraud,399.0,232294020
63402,2022-06-14,Fraud,10000.0,232748638
63403,2022-06-02,Commercial,319.93,232812993
63404,2022-07-06,Commercial,319.93,233127311
63405,2022-06-08,Fraud,542.0,233406786
63406,2022-06-10,Fraud,3236.12,233700685
63407,2022-05-31,Fraud,399.0,233790703
63408,2022-06-08,Fraud,707.0,234134592
63409,2022-06-22,Fraud,2560.05,234505395
63410,2022-06-06,Fraud,695.0,234644897
63411,2022-06-06,Fraud,667.0,234985275
63412,2022-06-06,Fraud,597.0,235211654
63413,2022-07-04,Commercial,295.0,235442149
63414,2022-06-20,Fraud,1002.0,235861538
63415,2022-06-27,Commercial,299.0,236067721
63416,2022-06-09,Fraud,500.0,236333455
63417,2022-07-06,Fraud,399.0,236486898
63418,2022-06-09,Fraud,373.43,236684415
63419,2022-06-09,Fraud,399.0,236940497
63420,2022-07-04,Fraud,1799.0,237400251
63421,2022-06-29,Fraud,969.0,237625819
63422,2022-06-27,Fraud,1450.0,237764743
63423,2022-06-14,Commercial,3000.0,237985611
63424,2022-07-04,Fraud,543.0,238395105
63425,2022-07-04,Fraud,708.5,238562092
63426,2022-07-14,Fraud,1740.8,238873414
63427,2022-07-05,Commercial,652.52,238942543
63428,2022-06-28,Fraud,4710.0,239364285
63429,2022-07-04,Fraud,1104.4,239554204
63430,2022-07-05,Fraud,398.0,239725278
63431,2022-07-04,Fraud,2460.0,240168725
63432,2022-06-24,Fraud,906.0,240231192
63433,2022-06-27,Fraud,1199.0,240435888
63434,2022-07-01,Commercial,1000.0,240890963
63435,2022-07-05,Fraud,310.0,241117787
63436,2022-06-29,Fraud,228.0,241193192
63437,2022-07-01,Commercial,1000.0,241599727
76453,2022-07-01,Fraud,399.0,241929814
76454,2022-07-08,Fraud,2460.0,242202173
76455,2022-07-04,Commercial,2455.0,242664931
76456,2022-07-07,Fraud,4920.0,243023742
76457,2022-07-08,Fraud,4920.0,243380165
76458,2022-07-06,Fraud,399.0,243406385
76459,2022-07-08,Fraud,4920.0,243682505
76460,2022-07-07,Fraud,4920.0,244175132
76461,2022-07-14,Fraud,603.0,244319494
