day,month,year,created_date,id,merchant_id,payment_method_id,charged_amount,captured,failure_code,card_id
12,8,2020,8/12/2020,98320509,37768,P002,940.03,TRUE,null,null
12,8,2020,8/12/2020,98323467,37768,P002,676.78,TRUE,null,null
12,8,2020,8/12/2020,98370135,16129,P004,null,FALSE,timeout,null
12,8,2020,8/12/2020,98301043,26916,P005,null,FALSE,timeout,null
12,8,2020,8/12/2020,98272514,16129,P004,null,FALSE,timeout,null
12,8,2020,8/12/2020,98391774,37768,P002,329.35,TRUE,null,null
12,8,2020,8/12/2020,98383058,37768,P002,587.96,TRUE,null,null
12,8,2020,8/12/2020,98283159,37768,P002,null,FALSE,insufficient_fund,null
12,8,2020,8/12/2020,98314355,37768,P002,380.39,TRUE,null,null
13,8,2020,8/13/2020,98407043,17693,P001,null,FALSE,invalid_security_code,56727484
13,8,2020,8/13/2020,98409820,37768,P001,319.93,TRUE,null,23863191
13,8,2020,8/13/2020,98432951,61534,P001,165,TRUE,null,43733311
13,8,2020,8/13/2020,98480546,37768,P001,853.86,TRUE,null,41629190
13,8,2020,8/13/2020,98516815,16129,P001,20,TRUE,null,56763446
13,8,2020,8/13/2020,98442129,37768,P001,1542.94,TRUE,null,35070250
13,8,2020,8/13/2020,98497369,61534,P001,101,TRUE,null,49857835
13,8,2020,8/13/2020,98463067,61534,P001,25,TRUE,null,43386754
13,8,2020,8/13/2020,98393707,83895,P001,237,TRUE,null,56723732
13,8,2020,8/13/2020,98403937,37768,P001,null,FALSE,null,56726614
13,8,2020,8/13/2020,98482180,11382,P001,1117,TRUE,null,56722516
13,8,2020,8/13/2020,98413072,37768,P002,309.23,TRUE,null,null
13,8,2020,8/13/2020,98484521,37769,P002,20,TRUE,null,null
13,8,2020,8/13/2020,98505352,37769,P002,20,TRUE,null,null
13,8,2020,8/13/2020,98490799,37768,P002,1008.52,TRUE,null,null
13,8,2020,8/13/2020,98403256,37769,P002,20,TRUE,null,null
13,8,2020,8/13/2020,98452384,37768,P002,943.74,TRUE,null,null
13,8,2020,8/13/2020,98475455,37768,P002,null,FALSE,null,null
13,8,2020,8/13/2020,98427249,37768,P002,96.3,TRUE,null,null
13,8,2020,8/13/2020,98451969,37768,P002,405.68,TRUE,null,null
13,8,2020,8/13/2020,98503550,37768,P002,747.93,TRUE,null,null
14,8,2020,8/14/2020,98688888,61534,P001,135,TRUE,null,25387404
14,8,2020,8/14/2020,98542685,43682,P001,815.44,TRUE,null,19232543
14,8,2020,8/14/2020,98612788,17419,P001,519.22,TRUE,null,49689381
14,8,2020,8/14/2020,98613011,13846,P001,747.93,TRUE,null,6347295
14,8,2020,8/14/2020,98614771,71207,P001,60,TRUE,null,43048589
14,8,2020,8/14/2020,98547673,56299,P001,1500.14,TRUE,null,56772565
14,8,2020,8/14/2020,98678721,61534,P001,50,TRUE,null,42395088
14,8,2020,8/14/2020,98610745,37768,P001,null,FALSE,null,38168836
14,8,2020,8/14/2020,98691166,17420,P001,2000,TRUE,null,54188761
14,8,2020,8/14/2020,98535744,25272,P001,null,FALSE,insufficient_fund,20633089
14,8,2020,8/14/2020,98710317,13846,P001,640.93,TRUE,null,29749912
14,8,2020,8/14/2020,98691738,37769,P002,null,FALSE,null,null
14,8,2020,8/14/2020,98683713,37768,P002,605.62,TRUE,null,null
14,8,2020,8/14/2020,98582883,37768,P002,3399.39,TRUE,null,null
14,8,2020,8/14/2020,98634008,37768,P002,426.93,TRUE,null,null
14,8,2020,8/14/2020,98684646,37768,P002,1603.93,TRUE,null,null
14,8,2020,8/14/2020,98565637,37768,P002,null,FALSE,null,null
14,8,2020,8/14/2020,98613658,37768,P002,null,FALSE,null,null
14,8,2020,8/14/2020,98649102,37769,P002,null,FALSE,null,null
14,8,2020,8/14/2020,98639436,18633,P002,null,FALSE,null,null
14,8,2020,8/14/2020,98701145,65025,P002,59,TRUE,null,null
15,8,2020,8/15/2020,98796096,3045,P001,null,FALSE,payment_rejected,56830657
15,8,2020,8/15/2020,98862788,37768,P001,null,FALSE,null,56841895
15,8,2020,8/15/2020,98775683,13846,P001,761.31,TRUE,null,48623257
15,8,2020,8/15/2020,98722627,25272,P001,2738.54,TRUE,null,52227823
15,8,2020,8/15/2020,98870805,61534,P001,100,TRUE,null,55645306
15,8,2020,8/15/2020,98885840,1665,P001,3590,TRUE,null,56849177
15,8,2020,8/15/2020,98821147,13846,P001,249.64,TRUE,null,5308639
15,8,2020,8/15/2020,98738234,61534,P001,200,TRUE,null,40719180
15,8,2020,8/15/2020,98736679,61534,P001,67,TRUE,null,54466055
15,8,2020,8/15/2020,98884424,13846,P001,28.28,TRUE,null,32791849
15,8,2020,8/15/2020,98728891,22868,P001,1617,TRUE,null,56815321
15,8,2020,8/15/2020,98731568,13744,P004,null,FALSE,timeout,null
15,8,2020,8/15/2020,98877242,82963,P007,3900,TRUE,null,null
15,8,2020,8/15/2020,98883557,37768,P002,640.93,TRUE,null,null
15,8,2020,8/15/2020,98778140,16129,P004,null,FALSE,timeout,null
15,8,2020,8/15/2020,98735911,37768,P002,495.23,TRUE,null,null
15,8,2020,8/15/2020,98823405,37768,P002,320.46,TRUE,null,null
15,8,2020,8/15/2020,98886550,37768,P002,214,TRUE,null,null
15,8,2020,8/15/2020,98775980,37769,P002,null,FALSE,null,null
15,8,2020,8/15/2020,98841086,77721,P005,null,FALSE,timeout,null
15,8,2020,8/15/2020,98883673,37769,P002,null,FALSE,invalid_account,null
16,8,2020,8/16/2020,98949134,13846,P001,694.43,TRUE,null,9460444
16,8,2020,8/16/2020,98921135,37768,P001,701.92,TRUE,null,52201683
16,8,2020,8/16/2020,98981615,17693,P001,null,FALSE,null,56881298
16,8,2020,8/16/2020,98961907,77664,P001,null,FALSE,invalid_security_code,56874663
16,8,2020,8/16/2020,98902208,61534,P001,56,TRUE,null,53675878
16,8,2020,8/16/2020,98983016,61534,P001,1798,TRUE,null,19537932
16,8,2020,8/16/2020,98957590,17693,P001,null,FALSE,invalid_security_code,56873124
16,8,2020,8/16/2020,98907918,17420,P001,393.76,TRUE,null,41692687
16,8,2020,8/16/2020,98935732,61534,P001,9,TRUE,null,51807889
16,8,2020,8/16/2020,98912778,17420,P001,1000,TRUE,null,45749351
16,8,2020,8/16/2020,98943713,11382,P001,2327,TRUE,null,56868011
16,8,2020,8/16/2020,98995624,37768,P002,682.12,TRUE,null,null
16,8,2020,8/16/2020,98973016,37768,P002,85.6,TRUE,null,null
16,8,2020,8/16/2020,98906733,26916,P005,null,FALSE,timeout,null
16,8,2020,8/16/2020,98936030,84174,P007,null,FALSE,null,null
16,8,2020,8/16/2020,98989317,37768,P002,854.93,TRUE,null,null
16,8,2020,8/16/2020,98924477,37768,P002,747.93,TRUE,null,null
16,8,2020,8/16/2020,99000023,37769,P002,null,FALSE,null,null
16,8,2020,8/16/2020,98944990,37768,P002,481.5,TRUE,null,null
16,8,2020,8/16/2020,99000385,37769,P002,null,FALSE,null,null
16,8,2020,8/16/2020,98961070,37768,P002,214,TRUE,null,null
17,8,2020,8/17/2020,99083297,13846,P001,null,FALSE,invalid_security_code,56914082
17,8,2020,8/17/2020,99043248,3045,P001,3645.49,TRUE,null,56898829
17,8,2020,8/17/2020,99110790,61534,P001,235,TRUE,null,47986488
17,8,2020,8/17/2020,99024673,9441,P001,1596,TRUE,null,56893614
17,8,2020,8/17/2020,99101214,61534,P001,432,TRUE,null,40939204
17,8,2020,8/17/2020,99046053,17420,P001,500,TRUE,null,48905837
17,8,2020,8/17/2020,99098964,61534,P001,253,TRUE,null,40627627
17,8,2020,8/17/2020,99118598,13846,P001,1185.56,TRUE,null,28692266
17,8,2020,8/17/2020,99076400,22868,P001,189,TRUE,null,46136083
17,8,2020,8/17/2020,99027377,17693,P001,null,FALSE,invalid_security_code,56894439
17,8,2020,8/17/2020,99078477,15322,P001,1951.75,TRUE,null,56912204
17,8,2020,8/17/2020,99013053,37768,P002,170.91,TRUE,null,null
17,8,2020,8/17/2020,99123223,37768,P002,697.04,TRUE,null,null
17,8,2020,8/17/2020,99118797,37768,P002,523.55,TRUE,null,null
17,8,2020,8/17/2020,99096942,37768,P002,1181.28,TRUE,null,null
17,8,2020,8/17/2020,99016011,37768,P002,null,FALSE,insufficient_fund,null
17,8,2020,8/17/2020,99140060,65882,P005,null,FALSE,timeout,null
17,8,2020,8/17/2020,99034624,50002,P005,null,FALSE,timeout,null
17,8,2020,8/17/2020,99035810,9034,P006,null,FALSE,payment_rejected,null
17,8,2020,8/17/2020,99055496,37768,P002,null,FALSE,null,null
17,8,2020,8/17/2020,99117667,37768,P002,2236.6,TRUE,null,null
18,8,2020,8/18/2020,99227920,11382,P001,329,TRUE,null,56952922
18,8,2020,8/18/2020,99194029,61534,P001,107,TRUE,null,39878511
18,8,2020,8/18/2020,99227509,17419,P001,1281.86,TRUE,null,52756855
18,8,2020,8/18/2020,99168849,43682,P001,null,FALSE,payment_rejected,54643611
18,8,2020,8/18/2020,99316577,61534,P001,289,TRUE,null,37322442
18,8,2020,8/18/2020,99266934,13846,P001,1601.79,TRUE,null,51029669
18,8,2020,8/18/2020,99248787,71207,P001,15,TRUE,null,41816749
18,8,2020,8/18/2020,99167463,43682,P001,373.43,TRUE,null,24880005
18,8,2020,8/18/2020,99164565,61534,P001,44,TRUE,null,54961682
18,8,2020,8/18/2020,99281846,61534,P001,66,TRUE,null,48605611
18,8,2020,8/18/2020,99162930,13846,P001,2000,TRUE,null,56935830
18,8,2020,8/18/2020,99287778,37768,P002,null,FALSE,null,null
18,8,2020,8/18/2020,99314944,37769,P002,null,FALSE,insufficient_fund,null
18,8,2020,8/18/2020,99315136,37769,P002,20,TRUE,null,null
18,8,2020,8/18/2020,99197942,37769,P002,null,FALSE,insufficient_fund,null
18,8,2020,8/18/2020,99224185,37769,P002,20,TRUE,null,null
18,8,2020,8/18/2020,99198785,37768,P002,null,FALSE,null,null
18,8,2020,8/18/2020,99308910,37768,P002,null,FALSE,insufficient_fund,null
18,8,2020,8/18/2020,99300661,37768,P002,597.06,TRUE,null,null
18,8,2020,8/18/2020,99270773,65025,P002,null,FALSE,null,null
18,8,2020,8/18/2020,99251175,37768,P002,1175.93,TRUE,null,null
19,8,2020,8/19/2020,99416178,17419,P001,854.93,TRUE,null,45981639
19,8,2020,8/19/2020,99483612,61534,P001,555,TRUE,null,56144789
19,8,2020,8/19/2020,99370081,61534,P001,110,TRUE,null,56539080
19,8,2020,8/19/2020,99381804,61534,P001,99,TRUE,null,50392910
19,8,2020,8/19/2020,99361525,13846,P001,null,FALSE,null,56991350
19,8,2020,8/19/2020,99327517,13846,P001,593.85,TRUE,null,13198504
19,8,2020,8/19/2020,99368342,17420,P001,128.56,TRUE,null,46066179
19,8,2020,8/19/2020,99363224,61534,P001,30,TRUE,null,53121982
19,8,2020,8/19/2020,99345645,16129,P001,null,FALSE,invalid_security_code,55601095
19,8,2020,8/19/2020,99370437,61534,P001,135,TRUE,null,56726940
19,8,2020,8/19/2020,99473627,616,P001,764,TRUE,null,57014547
19,8,2020,8/19/2020,99490233,37768,P002,1603.86,TRUE,null,null
19,8,2020,8/19/2020,99406030,37768,P002,854.93,TRUE,null,null
19,8,2020,8/19/2020,99338547,37768,P002,426.93,TRUE,null,null
19,8,2020,8/19/2020,99467842,37768,P002,427.46,TRUE,null,null
19,8,2020,8/19/2020,99451011,37768,P002,null,FALSE,insufficient_fund,null
19,8,2020,8/19/2020,99359191,37768,P002,2779.86,TRUE,null,null
19,8,2020,8/19/2020,99319939,37768,P002,null,FALSE,invalid_account,null
19,8,2020,8/19/2020,99427036,75418,P005,null,FALSE,timeout,null
19,8,2020,8/19/2020,99343881,37768,P002,31.78,TRUE,null,null
19,8,2020,8/19/2020,99369772,37768,P002,303.88,TRUE,null,null
20,8,2020,8/20/2020,99522804,13846,P001,968.35,TRUE,null,57030727
20,8,2020,8/20/2020,99601344,3045,P001,587.96,TRUE,null,57057637
20,8,2020,8/20/2020,99500600,13846,P001,null,FALSE,payment_rejected,55562413
20,8,2020,8/20/2020,99621426,13846,P001,null,FALSE,payment_rejected,19413222
20,8,2020,8/20/2020,99568455,17419,P001,220.42,TRUE,null,24266349
20,8,2020,8/20/2020,99512103,37768,P001,null,FALSE,null,57027539
20,8,2020,8/20/2020,99612570,37769,P001,40,TRUE,null,43289246
20,8,2020,8/20/2020,99519556,37768,P001,null,FALSE,null,57029958
20,8,2020,8/20/2020,99502296,43785,P001,null,FALSE,insufficient_fund,41353024
20,8,2020,8/20/2020,99635307,13846,P001,640.93,TRUE,null,6609713
20,8,2020,8/20/2020,99602209,13846,P001,2351.86,TRUE,null,57057963
20,8,2020,8/20/2020,99587719,37768,P002,null,FALSE,null,null
20,8,2020,8/20/2020,99627452,37768,P002,null,FALSE,invalid_account,null
20,8,2020,8/20/2020,99503072,37769,P002,null,FALSE,insufficient_fund,null
20,8,2020,8/20/2020,99525131,37768,P002,null,FALSE,null,null
20,8,2020,8/20/2020,99629710,37769,P002,null,FALSE,insufficient_fund,null
20,8,2020,8/20/2020,99539300,26916,P005,null,FALSE,timeout,null
20,8,2020,8/20/2020,99584664,37768,P002,null,FALSE,insufficient_fund,null
20,8,2020,8/20/2020,99614553,37768,P002,777.88,TRUE,null,null
20,8,2020,8/20/2020,99512921,37768,P002,null,FALSE,null,null
20,8,2020,8/20/2020,99502624,37769,P002,null,FALSE,invalid_account,null
21,8,2020,8/21/2020,99812932,61534,P001,103,TRUE,null,53255508
21,8,2020,8/21/2020,99661040,37768,P001,null,FALSE,null,51001838
21,8,2020,8/21/2020,99681591,61534,P001,395,TRUE,null,56098220
21,8,2020,8/21/2020,99827339,15741,P001,352.03,TRUE,null,34706702
21,8,2020,8/21/2020,99776034,13846,P001,625.93,TRUE,null,57112781
21,8,2020,8/21/2020,99806471,61534,P001,151,TRUE,null,53233210
21,8,2020,8/21/2020,99664827,25272,P001,440.33,TRUE,null,36519893
21,8,2020,8/21/2020,99660448,36467,P001,null,FALSE,invalid_security_code,57081774
21,8,2020,8/21/2020,99759073,61534,P001,38,TRUE,null,55296675
21,8,2020,8/21/2020,99679112,61534,P001,100,TRUE,null,19528797
21,8,2020,8/21/2020,99799724,616,P001,538,TRUE,null,57119747
21,8,2020,8/21/2020,99706189,37768,P002,null,FALSE,insufficient_fund,null
21,8,2020,8/21/2020,99807368,37768,P002,487.12,TRUE,null,null
21,8,2020,8/21/2020,99756631,37768,P002,481.5,TRUE,null,null
21,8,2020,8/21/2020,99658796,37768,P002,null,FALSE,invalid_account,null
21,8,2020,8/21/2020,99678101,37768,P002,null,FALSE,null,null
21,8,2020,8/21/2020,99818189,37768,P002,2755.25,TRUE,null,null
21,8,2020,8/21/2020,99696930,37768,P002,1079.95,TRUE,null,null
21,8,2020,8/21/2020,99719995,16129,P004,null,FALSE,timeout,null
21,8,2020,8/21/2020,99725778,37768,P002,554.6,TRUE,null,null
21,8,2020,8/21/2020,99659277,37769,P002,null,FALSE,null,null
22,8,2020,8/22/2020,99857527,37768,P001,1937.24,TRUE,null,54336107
22,8,2020,8/22/2020,99938206,34717,P001,339.63,TRUE,null,35921563
22,8,2020,8/22/2020,99864560,17419,P001,2137.86,TRUE,null,53964993
22,8,2020,8/22/2020,99886183,61534,P001,52,TRUE,null,40478866
22,8,2020,8/22/2020,99919071,61534,P001,947,TRUE,null,56874854
22,8,2020,8/22/2020,99879475,17693,P001,null,FALSE,invalid_security_code,57143950
22,8,2020,8/22/2020,99927408,71206,P001,69,TRUE,null,56887372
22,8,2020,8/22/2020,99916620,61534,P001,164,TRUE,null,20956359
22,8,2020,8/22/2020,99908674,13846,P001,373.43,TRUE,null,16601667
22,8,2020,8/22/2020,99879960,13846,P001,212.93,TRUE,null,40523314
22,8,2020,8/22/2020,99946906,72005,P001,32779.52,TRUE,null,57166991
22,8,2020,8/22/2020,99945460,37768,P002,908.42,TRUE,null,null
22,8,2020,8/22/2020,99864747,37768,P002,716.68,TRUE,null,null
22,8,2020,8/22/2020,99945219,37769,P002,null,FALSE,insufficient_fund,null
22,8,2020,8/22/2020,99865124,37768,P002,46.55,TRUE,null,null
22,8,2020,8/22/2020,99831991,37769,P002,null,FALSE,null,null
22,8,2020,8/22/2020,99895223,37768,P002,null,FALSE,null,null
22,8,2020,8/22/2020,99863727,37768,P002,480.96,TRUE,null,null
22,8,2020,8/22/2020,99868498,37768,P002,2950.2,TRUE,null,null
22,8,2020,8/22/2020,99941019,37768,P002,698.71,TRUE,null,null
22,8,2020,8/22/2020,99948710,37768,P002,2081.15,TRUE,null,null
23,8,2020,8/23/2020,99997734,61534,P001,55,TRUE,null,46787036
23,8,2020,8/23/2020,99964920,17419,P001,908.43,TRUE,null,54684551
23,8,2020,8/23/2020,100054064,61534,P001,43,TRUE,null,50092958
23,8,2020,8/23/2020,100045407,61534,P001,89,TRUE,null,35380981
23,8,2020,8/23/2020,99951302,13846,P001,533.07,TRUE,null,57168757
23,8,2020,8/23/2020,99964330,13846,P001,319.93,TRUE,null,38355017
23,8,2020,8/23/2020,100054129,61534,P001,168,TRUE,null,43756522
23,8,2020,8/23/2020,100012089,13846,P001,373.43,TRUE,null,43189689
23,8,2020,8/23/2020,100042868,61534,P001,null,FALSE,payment_rejected,29755126
23,8,2020,8/23/2020,99978026,61534,P001,150,TRUE,null,49906013
23,8,2020,8/23/2020,100035627,13846,P001,1308.5,TRUE,null,57196764
23,8,2020,8/23/2020,100050400,37768,P002,null,FALSE,null,null
23,8,2020,8/23/2020,100042563,37769,P002,20,TRUE,null,null
23,8,2020,8/23/2020,100050737,26916,P005,null,FALSE,timeout,null
23,8,2020,8/23/2020,100015662,37768,P002,908.43,TRUE,null,null
23,8,2020,8/23/2020,100016172,37768,P002,1068.93,TRUE,null,null
23,8,2020,8/23/2020,100011114,15748,P002,50,TRUE,null,null
23,8,2020,8/23/2020,100046676,2723,P005,null,FALSE,timeout,null
23,8,2020,8/23/2020,99972513,37768,P002,755.96,TRUE,null,null
23,8,2020,8/23/2020,99960371,16129,P004,null,FALSE,timeout,null
23,8,2020,8/23/2020,100009469,37769,P002,null,FALSE,null,null
24,8,2020,8/24/2020,100062058,17693,P001,null,FALSE,invalid_security_code,57204903
24,8,2020,8/24/2020,100150475,63338,P001,100,TRUE,null,45976903
24,8,2020,8/24/2020,100179178,17420,P001,934.65,TRUE,null,40854790
24,8,2020,8/24/2020,100155012,61534,P001,319,TRUE,null,57235024
24,8,2020,8/24/2020,100104453,13846,P001,null,FALSE,payment_rejected,33804512
24,8,2020,8/24/2020,100114183,61534,P001,35,TRUE,null,57006349
24,8,2020,8/24/2020,100194977,61534,P001,55,TRUE,null,56808919
24,8,2020,8/24/2020,100179892,16129,P001,50,TRUE,null,57244777
24,8,2020,8/24/2020,100088044,37768,P001,474.01,TRUE,null,57211239
24,8,2020,8/24/2020,100146152,38289,P001,2068,TRUE,null,57233613
24,8,2020,8/24/2020,100118631,11382,P001,299,TRUE,null,56956261
24,8,2020,8/24/2020,100129604,16129,P004,null,FALSE,timeout,null
24,8,2020,8/24/2020,100093161,37768,P002,587.43,TRUE,null,null
24,8,2020,8/24/2020,100125868,14657,P002,1490,TRUE,null,null
24,8,2020,8/24/2020,100150714,37768,P002,321,TRUE,null,null
24,8,2020,8/24/2020,100180867,37768,P002,858.14,TRUE,null,null
24,8,2020,8/24/2020,100068211,37769,P002,null,FALSE,invalid_account,null
24,8,2020,8/24/2020,100157927,37768,P002,394.38,TRUE,null,null
24,8,2020,8/24/2020,100090613,37768,P002,null,FALSE,invalid_account,null
24,8,2020,8/24/2020,100140801,37768,P002,null,FALSE,invalid_account,null
24,8,2020,8/24/2020,100163937,37769,P002,null,FALSE,insufficient_fund,null
25,8,2020,8/25/2020,100281007,61534,P001,48,TRUE,null,53745363
25,8,2020,8/25/2020,100240209,61534,P001,40,TRUE,null,54478975
25,8,2020,8/25/2020,100236233,37768,P001,400.18,TRUE,null,31885863
25,8,2020,8/25/2020,100261384,61534,P001,51,TRUE,null,41359839
25,8,2020,8/25/2020,100274769,71206,P001,85,TRUE,null,41184999
25,8,2020,8/25/2020,100295613,3045,P001,1883.2,TRUE,null,57271617
25,8,2020,8/25/2020,100247240,61534,P001,48,TRUE,null,57163220
25,8,2020,8/25/2020,100321873,13846,P001,48,TRUE,null,57281480
25,8,2020,8/25/2020,100233402,43682,P001,418.31,TRUE,null,26640972
25,8,2020,8/25/2020,100234050,37768,P001,640.93,TRUE,null,39007303
25,8,2020,8/25/2020,100234261,43682,P001,24.7,TRUE,null,44965045
25,8,2020,8/25/2020,100335852,37768,P002,null,FALSE,null,null
25,8,2020,8/25/2020,100242132,37768,P002,373.96,TRUE,null,null
25,8,2020,8/25/2020,100238638,37769,P002,null,FALSE,null,null
25,8,2020,8/25/2020,100255129,25272,P005,null,FALSE,timeout,null
25,8,2020,8/25/2020,100226940,16129,P004,null,FALSE,timeout,null
25,8,2020,8/25/2020,100208269,37769,P002,null,FALSE,null,null
25,8,2020,8/25/2020,100260561,37768,P002,1907.72,TRUE,null,null
25,8,2020,8/25/2020,100204448,37768,P002,587.43,TRUE,null,null
25,8,2020,8/25/2020,100246040,19144,P005,null,FALSE,timeout,null
25,8,2020,8/25/2020,100274973,37768,P002,747.93,TRUE,null,null
26,8,2020,8/26/2020,100522592,61534,P001,17,TRUE,null,55977393
26,8,2020,8/26/2020,100531415,13846,P001,632.37,TRUE,null,38335789
26,8,2020,8/26/2020,100525425,61534,P001,207,TRUE,null,54585736
26,8,2020,8/26/2020,100433917,13846,P001,null,FALSE,payment_rejected,35052411
26,8,2020,8/26/2020,100526936,17420,P001,811.65,TRUE,null,46069509
26,8,2020,8/26/2020,100528063,61534,P001,55,TRUE,null,57061441
26,8,2020,8/26/2020,100410183,4478,P001,1680,TRUE,null,55783540
26,8,2020,8/26/2020,100529428,61534,P001,13,TRUE,null,56354844
26,8,2020,8/26/2020,100513869,61534,P001,64,TRUE,null,56916759
26,8,2020,8/26/2020,100402055,17693,P001,null,FALSE,invalid_security_code,57305174
26,8,2020,8/26/2020,100487492,11382,P001,399,TRUE,null,56956261
26,8,2020,8/26/2020,100441680,16129,P004,null,FALSE,timeout,null
26,8,2020,8/26/2020,100523879,37768,P002,693.36,TRUE,null,null
26,8,2020,8/26/2020,100501853,19144,P005,null,FALSE,timeout,null
26,8,2020,8/26/2020,100515399,37768,P002,null,FALSE,insufficient_fund,null
26,8,2020,8/26/2020,100466793,37768,P002,918.06,TRUE,null,null
26,8,2020,8/26/2020,100514192,37769,P002,20,TRUE,null,null
26,8,2020,8/26/2020,100419857,37769,P002,null,FALSE,null,null
26,8,2020,8/26/2020,100384506,37768,P002,258.94,TRUE,null,null
26,8,2020,8/26/2020,100407579,37768,P002,480.96,TRUE,null,null
26,8,2020,8/26/2020,100493715,37768,P002,854.93,TRUE,null,null
27,8,2020,8/27/2020,100672476,13846,P001,480.43,TRUE,null,46281462
27,8,2020,8/27/2020,100571494,13846,P001,null,FALSE,insufficient_fund,52992078
27,8,2020,8/27/2020,100674786,75887,P001,642.25,TRUE,null,57392400
27,8,2020,8/27/2020,100549484,61534,P001,75,TRUE,null,49830436
27,8,2020,8/27/2020,100593373,37768,P001,1750,TRUE,null,50874391
27,8,2020,8/27/2020,100612680,61534,P001,93,TRUE,null,49706451
27,8,2020,8/27/2020,100640241,61534,P001,24,TRUE,null,54938187
27,8,2020,8/27/2020,100643759,61534,P001,158,TRUE,null,42858586
27,8,2020,8/27/2020,100556321,61534,P001,116,TRUE,null,53477607
27,8,2020,8/27/2020,100592618,61534,P001,32,TRUE,null,49545943
27,8,2020,8/27/2020,100650151,29171,P001,13448.61,TRUE,null,57384795
27,8,2020,8/27/2020,100544094,37768,P002,null,FALSE,insufficient_fund,null
27,8,2020,8/27/2020,100638269,37768,P002,426.93,TRUE,null,null
27,8,2020,8/27/2020,100662209,37768,P002,1175.93,TRUE,null,null
27,8,2020,8/27/2020,100533446,37768,P002,864.56,TRUE,null,null
27,8,2020,8/27/2020,100637370,37768,P002,640.93,TRUE,null,null
27,8,2020,8/27/2020,100533713,37769,P002,null,FALSE,null,null
27,8,2020,8/27/2020,100610356,16129,P004,null,FALSE,timeout,null
27,8,2020,8/27/2020,100534311,37768,P002,975.73,TRUE,null,null
27,8,2020,8/27/2020,100611177,82956,P007,15768,TRUE,null,null
27,8,2020,8/27/2020,100647900,37768,P002,null,FALSE,null,null
28,8,2020,8/28/2020,100752467,13846,P001,918.06,TRUE,null,6461307
28,8,2020,8/28/2020,100749501,17419,P001,1386.24,TRUE,null,46151996
28,8,2020,8/28/2020,100807477,37769,P001,100,TRUE,null,27561672
28,8,2020,8/28/2020,100718968,17693,P001,null,FALSE,null,57403957
28,8,2020,8/28/2020,100779433,61534,P001,69,TRUE,null,47698004
28,8,2020,8/28/2020,100706422,61534,P001,100,TRUE,null,39621697
28,8,2020,8/28/2020,100848626,61534,P001,342,TRUE,null,41189493
28,8,2020,8/28/2020,100772915,61534,P001,45,TRUE,null,55466275
28,8,2020,8/28/2020,100688643,25272,P001,null,FALSE,insufficient_fund,39548739
28,8,2020,8/28/2020,100715582,13846,P001,null,FALSE,insufficient_fund,23881522
28,8,2020,8/28/2020,100828814,11382,P001,1082,TRUE,null,57428966
28,8,2020,8/28/2020,100689717,37769,P002,null,FALSE,null,null
28,8,2020,8/28/2020,100788155,37768,P002,903.94,TRUE,null,null
28,8,2020,8/28/2020,100727991,37768,P002,null,FALSE,insufficient_fund,null
28,8,2020,8/28/2020,100826438,16129,P004,null,FALSE,timeout,null
28,8,2020,8/28/2020,100733209,37768,P002,480.43,TRUE,null,null
28,8,2020,8/28/2020,100844513,37768,P002,587.43,TRUE,null,null
28,8,2020,8/28/2020,100724697,37768,P002,587.96,TRUE,null,null
28,8,2020,8/28/2020,100784101,37768,P002,null,FALSE,insufficient_fund,null
28,8,2020,8/28/2020,100746314,37768,P002,747.93,TRUE,null,null
28,8,2020,8/28/2020,100681903,37769,P002,null,FALSE,null,null
29,8,2020,8/29/2020,100996733,37768,P001,null,FALSE,payment_rejected,47325339
29,8,2020,8/29/2020,100950472,38289,P001,1019,TRUE,null,57469543
29,8,2020,8/29/2020,100914370,37769,P001,100,TRUE,null,33885331
29,8,2020,8/29/2020,100926239,17693,P001,null,FALSE,null,57460927
29,8,2020,8/29/2020,100941415,616,P001,null,FALSE,invalid_security_code,57466207
29,8,2020,8/29/2020,100876202,25272,P001,937.56,TRUE,null,41618373
29,8,2020,8/29/2020,100987647,61534,P001,null,FALSE,failed_processing,41576299
29,8,2020,8/29/2020,100908521,4478,P001,null,FALSE,invalid_security_code,57454673
29,8,2020,8/29/2020,100910209,61534,P001,174,TRUE,null,48089382
29,8,2020,8/29/2020,100909959,61534,P001,30,TRUE,null,48933876
29,8,2020,8/29/2020,100940408,13846,P001,1343.43,TRUE,null,26726727
29,8,2020,8/29/2020,100881623,37768,P002,null,FALSE,invalid_account,null
29,8,2020,8/29/2020,100874061,37769,P002,null,FALSE,null,null
29,8,2020,8/29/2020,100997467,16129,P004,null,FALSE,timeout,null
29,8,2020,8/29/2020,100990806,37768,P002,881.95,TRUE,null,null
29,8,2020,8/29/2020,100984751,37768,P002,null,FALSE,insufficient_fund,null
29,8,2020,8/29/2020,100960287,82949,P007,null,FALSE,null,null
29,8,2020,8/29/2020,100908431,37769,P002,null,FALSE,null,null
29,8,2020,8/29/2020,100959331,37768,P002,533.93,TRUE,null,null
29,8,2020,8/29/2020,100881790,37768,P002,321,TRUE,null,null
29,8,2020,8/29/2020,100991914,37768,P002,2102.02,TRUE,null,null
30,8,2020,8/30/2020,101133891,37768,P001,null,FALSE,null,57525074
30,8,2020,8/30/2020,101094385,71207,P001,99,TRUE,null,37128478
30,8,2020,8/30/2020,101113431,13846,P001,480.43,TRUE,null,35537011
